Gene	C10_+DDM_-RNase_R1	C10_+DDM_-RNase_R2	C10_+DDM_+RNase_R1	C10_+DDM_+RNase_R2	C10_-DDM_-RNase_R1	C10_-DDM_-RNase_R2	C10_-DDM_+RNase_R1	C10_-DDM_+RNase_R2
Gm38999	0.250213123	0	0.52375056	0	0.545326129	0	0	0
Platr3	0.935631062	0	0.522261222	0	0	0	0	0
Krt7	0.995804056	0.939641282	0.521108691	0	1.201417022	0	1.271593938	1.108560754
Gm30881	0.562996251	0.705271659	0.515582273	0	0.383443825	0	0.121752439	0.255921013
Gm26243	0	0	0.514939803	0	0.574449019	0	0	0
Spin4	1.01302419	1.882774097	0.514569875	0	1.236385964	0	0.498516373	2.273505202
LOC118568613	0.408733238	0.691565787	0.513340611	0	0	0	0	0
4930578I06Rik	0.382084246	0	0.513195722	0	0	0	0.110171696	0
Gm29892	0.891160016	0.095517951	0.512068391	0	0.114249154	0.106097412	0	0.490198148
Lipn	0.657728328	1.361890222	0.506205842	0	0	0.605092663	0.413786205	0
Oas1g	0.299882579	0.049674875	0.50598	0	0	0	0.345877358	0.113302875
Gm38961	0.617575039	0	0.502724078	0	0	0	0.118716034	0
Gm7854	0.590836455	0	0.500196415	0	0	0	0	0
Gm31728	0.43277637	0	0.493209607	0	0	1.094892735	0	0.224830864
Gm38878	0.771860452	0	0.492987106	0	0	0	0.376642238	0
A730085K08Rik	1.395181301	0	0.486736386	0	0	0	0	0.414176056
Spata17	0.441721937	0.082129867	0.484324875	0	0.83500301	0.155085014	0.218344913	0
Dok4	0.820439082	0.289645162	0.480860151	0	0.055878223	0.352860703	0.615078565	0.543436637
Hey1	0.632450185	0	0.480510688	0	1.225236779	0.900770557	0.270167719	0
Il17f	0.489728385	0	0.478383811	0	0.21974582	0	0.365485318	0.059863036
Mylpf	0.558467197	0.635998239	0.477339001	0	1.065005732	0.282576277	0.40257665	0.145064138
4930417H01Rik	0.45305371	0	0.476601684	0	0	0.193971111	0.060293222	0.036210017
Gm10444	0.619837219	0	0.47573324	0	0	0.851277669	0.817034683	0
Veph1	0.292138418	0.593733495	0.475618371	0	0.595885962	0.288055179	0.976277781	0.256838658
Haglr	0.413729977	0	0.47150356	0	0.075141864	0	0.05302069	0
Lin7b	0.157556388	0	0.461719768	0	0	0	0	0
Gm36445	0.304593547	1.21092566	0.45983088	0	1.538914236	6.52907955	1.66074232	1.467305599
Kazald1	0.470288166	0.723029577	0.459393925	0	1.537451883	0.624642296	1.186541705	0.21377873
Gm4925	1.011752231	1.152212056	0.458860516	0	1.102529957	0	0.458437062	0.375438257
LOC118567703	0.195444168	0.747859884	0.458200074	0	0	1.503156965	0.631177694	0.48736725
Mfsd12	0.227268444	0.465875517	0.457882761	0	0.944202657	0.014374316	0.229360215	0.250894108
Kcnk5	0.366349478	0.011509218	0.456583803	0	0.426751937	0.958797445	0.422538681	0.735034953
Gm15908	0.258502231	0.047102344	0.454525234	0	0	0	0.119260104	0
Gm38539	0.077479652	0	0.454109002	0	0	0	0	0
Gm26705	0.193566187	0.740673859	0.453797328	0	0.21093358	0	0.133952752	0.120671061
5033417F24Rik	0.783405373	0	0.453486082	0	0	0	0.535443512	0.120588296
Pla2g2e	0.729091722	0	0.453219639	0	0	0	0.305787951	0.068867111
LOC118567643	0.21392612	1.234367252	0.452769448	0	0.777067574	2.886493447	1.274809094	0.740909126
4930429B21Rik	0.607440474	0	0.45209074	0	0	0	0.266897997	0.631140589
Clca1	0.628009699	0.015056741	0.452024509	0	0	0	0.381226995	0
Gm29878	0	1.684874023	0.451627532	0	0	0	0	0
Gm42271	0.201962306	0	0.450934498	0	0	0.058394279	0	0.119909794
Gm35410	0.333000649	0.536757097	0.450396939	0	0.586188441	0.362909042	0	0
Znfx1	0.285190857	0.076046848	0.44845294	0	0.515438533	0.471622559	0.754137421	1.402089888
Nap1l3	0.379228079	0	0.448431301	0	1.13101003	0	0.575516513	0.725834011
Ppp1r3e	0.578670924	0.527205452	0.446262626	0	0.199134055	0	0.281021109	0.158223304
Gm42759	0.285451351	1.716422778	0.446142178	0	1.804165291	0.751057999	1.90954981	0.237270898
4930565D16Rik	0.101448178	0	0.445941574	0	0.110550441	0	0.292519724	0.052703158
Gm32330	0.797649107	0	0.44524088	0	0	0	0	0
Gm44505	0.2188858	0	0.444077938	0	0.403657609	0.545245688	0.174778352	0
Slc26a2	0.306629284	0	0.442157734	0	1.193360958	0.81269025	0.959931152	0.910265263
Epyc	0.112753997	0.564992738	0.440568187	0	0.030717664	0	0.227583561	0
Gm5486	0.157590249	0.684740335	0.438135973	0	0.594449179	0.83418606	0.251668807	0.34007299
Gm2788	0.486951254	0.295762059	0.436031761	0	1.017064055	1.273016292	0.140409468	0.801088004
Lgals7	0.148630268	0.47394019	0.435561731	0	0	0.150409507	0	0
Prss16	0.760107072	0	0.435258133	0	0	0	1.602225136	0
Zbtb48	0.178046676	0	0.434805547	0	0.465651857	0	0.102677378	0.42548484
Gm20337	0.296349493	1.75495416	0.434226822	0	0.968816823	0.649776973	0.797538891	0.923735914
Vgll2	0.341849617	0.467169616	0.434109858	0	0.558782228	0.242159306	0.039428113	0.284149876
Pate4	0.166550749	0	0.433846921	0	0	0	0.064031877	0.173048952
Ccdc92b	0.312782922	0.558056126	0.432844502	0	0.34084683	0.026377268	0.060126051	0.230198822
Etv3	0.206083986	0.582041794	0.432816594	0	0.314404323	0	0.297115394	0.524605349
Clec5a	0.265783603	0	0.432711196	0	0	0	0	0
Gm30093	0.710137245	0.294081593	0.432428193	0	0.01005004	0.055997784	0.180830375	0.019164785
Amz1	0.252090221	0.593314111	0.43093845	0	0.824125744	0	0.436132201	0.567506037
Gm19710	0.705064836	0	0.430457492	0	0	0	0.711554229	0.183143475
Platr26	0.263986834	0	0.429785951	0	2.397271649	0	0.405968091	0
Gm29948	0.115679218	0.147547418	0.429398121	0	1.109313365	0.936512025	0.560370845	0.649040041
Slc46a2	0.219049269	0.099783801	0.427949972	0	0.089513658	0.387925102	0.06316154	0.028449472
Abca5	0.401678458	0.192281037	0.425625561	0	0.73447658	0	0.612480164	0.360760592
Gpr15	0.935870814	0	0.420033857	0	0.826897467	0	0.23338614	0.236526102
9330104G04Rik	0.378558301	0.252919568	0.419094184	0	0	0	0.232864024	0.393328268
Olfr456	0.428936782	0	0.419000448	0	1.16855599	0.651107315	2.16442351	0.055709042
Zfp202	0.495445292	0.612042968	0.418345467	0	0.768668719	1.716576209	1.133184046	0.479875711
Gm31989	0.213980223	0.077979754	0.418046729	0	0	0	0	0.088931581
Gm41874	0	0	0.417413325	0	0.232825928	0	0	0
Gm51667	0.203115545	0.111030589	0.416661771	0	0.243473711	0.020554702	0.491964033	0.021104037
Gm33023	0.389734331	0	0.415315771	0	0	0.537817914	0.122593693	0
Gm28050	0.421383467	0	0.411622105	0	0	0	0	0
Ptpn5	0.12758468	0	0.411276282	0	0.750772774	0.645559918	0.397313377	0.132562569
Rac3	0.575563131	0.810396272	0.408894686	0	0	0	0.241396611	0
Dipk1b	0.278200675	0	0.407634221	0	1.023170911	0	0.521413703	0.036131882
Ctxn3	0.151321762	0	0.406495069	0	0	0	0	0
Gm39898	0.459325626	0	0.4038168	0	0	0	0	0.047724684
Tex52	0.619837219	0.094118421	0.403652446	0	0	0	0.714905348	0.322010505
A330023F24Rik	0.390873287	0	0.403030845	0	0.01183177	0.021975133	0.125228848	0.04512486
Cnih2	0.412017435	0.638135267	0.402473038	0	0.718375983	0.166779862	0.427689905	1.712371421
Tstd1	0.20473752	1.025907867	0.399989538	0	0	0	0	0.106362816
Gm26797	0.552590728	0.018646102	0.399844404	0	0.57986835	0	0.047210731	0
Gm40614	0.544977651	0	0.39926492	0	0	0	0	0
Gm6626	0	0	0.39926492	0	0	0	0	0
Ccdc106	0.31077238	0.194654006	0.398439992	0	0.042331987	0.393115757	0.44804674	0.322897586
Gm31223	0.081158542	0	0.39639251	0	1.945687758	0	0.093606312	0
Tsga10	0.539442587	0.308689376	0.396298519	0	0.680149092	0.121812442	0.43192669	0.463214605
LOC118568446	0.500934164	0	0.391464007	0	0	0	0	0.208191516
Gm41309	0.274016229	0	0.391208004	0	0.597203726	0.063991489	0.072933169	0.04380113
Gm42074	0.678898939	0	0.386850464	0	0	0.629773808	0.391512858	0.411475811
Gm36331	0.346347639	0.631088779	0.386656554	0	0.269587917	0	0.399469041	0.205634778
Gm6639	0.917596342	0	0.386656554	0	0	0	0	0
LOC118567729	0	0	0.386656554	0	0	0	0.228268023	0
LOC118567399	0.278888439	0.105868681	0.385939638	0	0.025325935	0.117594577	0	0.072442413
Gm36360	0.329085104	1.259231986	0.385754205	0	0	0	0	0
Gm34636	0.50010932	0.488175976	0.383840499	0	0.778543953	0	0	0
Dbil5	0.294287932	0	0.383294323	0	0.748282288	0	1.244556962	0.4076933
Smim24	0.68667184	0	0.383294323	0	0	0	0	0
Krt14	0.084973165	0.665776524	0.381821891	0	0	1.754203557	0.117607207	0.335496332
Map9	0.199158627	0.078889557	0.38063174	0	0.075487928	0.359271834	0.299614922	0.11695991
Tekt2	0.90610742	0	0.379336034	0	0	0	0.186621878	0
LOC118567787	0.515311947	0.078246909	0.377531047	0	0	0	0	0
Gm33234	0.482921121	0	0.37738739	0	0	0	0.111397922	0
LOC108167564	0.144505176	0	0.376420556	0	0	0	1.88891302	1.101050437
Gm14317	0.269696932	0	0.376356277	0	0	0	0	0
Gm13421	0.12779425	0.101874994	0.374501675	0	0	0	0.700125373	0.348548329
Gm4275	0.320484016	0.357912205	0.373652251	0	0.326707351	0.46032587	0.166933543	0.053707764
Klf11	0.594931655	0.154862856	0.373596457	0	0.493951141	0.487376662	1.944176296	1.265722858
Olfr101	0.868607305	0.098919457	0.37121262	0	0	0	0.125228848	0
Vps37d	0.292254854	0.21300998	0.37113019	0	2.00640458	1.804095794	0.707867419	0.182194545
Gm30556	0.628820367	0.229157894	0.368552234	0	0.68524019	0.572713123	0.797792924	0.196006394
Aldh8a1	0.477796946	0	0.368470078	0	0	0	0	0.130641801
Sh3rf3	0.233619893	0.417171012	0.365132929	0	0.529528553	0.255329856	1.476594594	0.320410055
Crygn	0.277858063	0	0.361895297	0	4.440896525	0.093728092	0.961424433	0.096233024
Ifih1	0.560548441	0.173271428	0.361782907	0	1.058066792	0.779980729	0.519527489	0.572018661
Mip	0.077907717	0	0.355147249	0	0	0.289081256	0	0
Hspa12a	0.325647561	0.068996587	0.355092754	0	0.057768839	0.168604857	0.061143221	0.220322977
6430550D23Rik	0.816414735	0.181818988	0.354445538	0	0.968747574	0	0.6486806	0.075401624
Gm38913	0.282025934	0	0.354205022	0	0.043904318	0.489260639	0	0
Gm34666	0.466158569	0.3775108	0.354168882	0	0.112885299	0	0	0.053816264
Gm38499	0.562444883	0	0.353195891	0	0	0	0.370691662	0.16696841
Gm10741	0.180400384	0	0.352442808	0	0	0	0	0
Cyp2j6	0.194765216	0.354886618	0.351680663	0	0.21867171	0	0.381203061	0.214628745
Apln	0.465714468	0	0.349943213	0	0	0	0.433846974	0.837493183
Gm3912	0.125998184	0.172188354	0.348725056	0	1.395915395	0.276264074	0.314867098	0
C4bp	0.188156665	0	0.347174018	0	0	0	0.048225639	0.173775869
5430403N17Rik	0.110468443	0.161029871	0.345310201	0	0	1.006117648	0.305787951	0.091822815
LOC118567890	0.588780656	0	0.34508492	0	0.769929583	0	0	0
Apcdd1	0.107900884	0	0.342554407	0	0.617306048	0	0.217787999	0.014013848
Gm30639	0.106053266	0.013803024	0.340388626	0	0	0	0.384432046	0.06296633
Iba57	0.157211351	0.347842796	0.34004685	0	1.700931767	0.306822818	0.53101968	0.163345165
Reck	0.583544747	0	0.339590502	0	0.405895081	0	0.658726345	0.670813871
Gm33147	0	0	0.338027969	0	0	0	0	0
Gm46538	1.203769232	0.156672737	0.335966823	0	0.374792958	0	0	0.178676561
Erp27	0.155987796	0	0.335223533	0	0.849917659	0	0.68366778	0
Gsg1	0.265525426	1.416903138	0.333481527	0	0.372020448	0	0.568751195	0.394121801
Pla2g10os	0.340816839	0	0.332921806	0	0.185698021	0.689793449	0	0
Gm34939	0.432934548	0.647992943	0.332282976	0	0.775065261	0	0.606336937	0.578347815
Rpl3l	0.307050555	0	0.329931491	0	0.234220096	0	0.318730256	0.095709165
Gm40558	0.223830107	0	0.327967613	0	0	0	0	0
Zfp40	0.45229081	0.494478304	0.326941974	0	0.399226177	0.009154103	0.850307996	0.535728807
Gja4	0.80292081	0.457194464	0.326800468	0	0	0	0.347276085	0.312842946
Cwh43	0.092649781	0	0.325812766	0	0.020192525	1.125106595	0	0
1700020L13Rik	0.47639516	0	0.325751615	0	1.090191678	0.626727452	1.31871054	0.346487655
Apobr	0.51525426	0.23471445	0.325676598	0	0	0.659445873	0.192267666	0.488120169
Ssmem1	0.939581297	0	0.325676598	0	0	0	0.489408605	0.503865981
Gm52490	0.998321892	0	0.325065244	0	2.26644709	0.420946961	1.631207335	0
Sprr2a3	0.595829439	1.266621845	0.32334835	0	0	0.736953623	0	0.275145126
6030442K20Rik	0.082705553	0.791174349	0.323158703	0	0.045063083	0.041847806	0.76312477	0.472628322
Megf10	0.360320598	0	0.322642613	0	0.032720812	0	0.225108604	0.109193874
Gm30363	0.025259824	0.207119534	0.320770831	0	0	0	0.058268147	0.157472222
Rab25	0.187548419	0	0.320606744	0	0	0	0.108156919	0
Arl11	0.117865494	0	0.319819822	0	0	0.37108229	0	0.081642784
Gm46479	0.326986591	1.48952631	0.319411936	0	0	0	0.188569237	0
Kmt2b	0.201132826	0.498196258	0.319269564	0	0.369864769	0.146294783	0.224732336	0.483266935
Gm16793	0.163209453	0	0.318857401	0	1.244971978	0	0.564725579	0.406985499
Dennd4b	0.300255748	0.265736025	0.318440341	0	0.037393792	0.112858601	0.089050567	0.044567233
Il12a	0.542010124	0	0.317672665	0	0	0	0.166704386	0.26280678
1700108F19Rik	0.259931737	0	0.317388012	0	0	0	0	0
Gm52380	0.236252092	0	0.317321544	0	0	0	0.885584321	0
Gm2895	0.143479013	0	0.315349463	0	0.019544052	0	0.620569666	0.03726926
Gm33679	0.080578838	0	0.314848908	0	0	0	0	0
Gm8082	0.321168324	0	0.313728449	0	0.043748075	0.162506499	0	0.125137178
Tmem221	0.345589766	0	0.313471014	0	0	0	0.142355332	0.051296203
9130015A21Rik	0.213252124	0.388572081	0.312468198	0	0	0	0.184469905	0
Taf4b	0.630088407	0.044731169	0.311742898	0	0	0.091090162	2.14243432	1.742958354
Rhcg	0.212448915	0.193554266	0.311291293	0	0	0.05374803	0.030629184	0
Gm33827	0.097166558	0	0.308475997	0	0	0	0.028017393	0
Gm29443	0.315700673	0	0.308387457	0	0.688052743	0	0.364121567	0.328018163
Gm31385	0	0	0.307813178	0	0	0	0	0
4933430H16Rik	0.470043224	0.035686568	0.306103105	0	0	0.792783443	0.271068278	0
3110009F21Rik	0.208779224	0	0.305914269	0	0	0.950753247	0.401334896	0.072308343
Mast3	0.405025907	0.012947508	0.305408994	0	0.216811446	0.050335457	1.049032186	0.967167354
H2al2a	0.10406861	0.474065108	0.304973573	0	1.020653885	0	0	0
Fgfbp1	0.13833277	0.504119266	0.304038645	0	0	0	0	0.071865005
Gm38543	0.199939615	0.971506723	0.303812456	0	1.525151965	1.551220223	0.538079606	1.292607745
Pnma1	0.071731904	0.174272684	0.303637671	0	0	0	0.24820156	0.248435404
Xlr	0.147143966	0	0.303441339	0	0	0	0	0.084936104
Fzd5	0.505802949	0.029730204	0.302826908	0	0.426724062	0.379765514	0.498696629	0.406867771
Zfp964	0.173516286	0	0.302672813	0	1.323593148	0.025084776	0.486028817	0
Gm38516	0.449258561	0	0.302656187	0	0.709028809	0.580053582	0.03573545	0.144864929
Ccdc17	0.619527764	0	0.302588192	0	0.214808944	0.797928818	1.234220016	1.111844559
Hephl1	0.21623018	0	0.301744572	0	0	0	0.047503751	0
Sncg	0.154112532	0	0.301085021	0	0	0.077978699	0	0
Tnfrsf4	0.61596928	0	0.300850166	0	0.719181495	0	0.050746011	0.274286639
E530011L22Rik	0.478010058	0.108874275	0.300173747	0	0	0	0.098450948	0.124165068
4930535L15Rik	0.408733238	0	0.29944869	0	0	0	0.471423092	0
5033421B08Rik	0.120430329	0.349107729	0.29944869	0	0.071583127	0.099713446	0.164156255	0.193381309
6530402F18Rik	0.31540645	0.323274408	0.295262548	0	0.272100386	0.319182151	0.424412588	0.150201545
2810039B14Rik	0.100723548	0	0.295170851	0	0.036586932	0	0.116172119	0
Lipk	0.352532418	0.527651396	0.295170851	0	0	0	0.087129089	0.549430424
Gm9920	0.482611225	0	0.2946447	0	0.328695428	0	0	0.06268012
Cldn11	0.542357566	0.439219297	0.294329909	0	0.722357367	0.914750127	0	0.907890729
Apoe	0.184935039	0.526523132	0.293557896	0	0.554202046	0.02339361	0.426599257	0.72056449
Acap1	0.514333011	0.39049132	0.293077441	0	0.140120164	0	0.271892193	0
Prr12	0.199854846	0.476209965	0.292837803	0	0.050258418	0.357822126	0.257104826	0.11181286
Ms4a4d	0.119565844	0	0.291990243	0	0	0	0	0
Fgl1	0.21317153	0.038842523	0.291526767	0	1.672545444	0	0.590080605	0.354381931
Ache	0.202339771	0.086750213	0.290665536	0	0.402077948	0.216806783	0.205918084	0.074200353
Gm10615	0.059415576	1.190888837	0.290196062	0	1.122273295	0.440930117	1.096455955	0
1700012B07Rik	0.332447074	0.100960035	0.288663046	0	0	0.112142255	0.170416206	0.038379772
Ripply3	0.221341479	0.302483924	0.288285462	0	0.04020016	0.671973409	0	0.229977417
Pappa2	0.200310879	0.343521422	0.287750987	0	0.154082419	0.113278436	0.434887063	0.146912668
Ankmy1	0.339858527	0.02064216	0.287720934	0	0.024690117	0	0.078396931	0.211871142
LOC118567872	0.1261861	0.958028667	0.287613656	0	0	0	0.630673398	0.305921986
Ccdc172	0.364822947	0	0.286835849	0	0.096964892	0	0.205257569	0
A430093F15Rik	0.373367667	0	0.286564609	0	0	0	0	0
Gm30706	0.195444168	0	0.286375046	0	0.010649003	0.247229764	0.090168242	0.010153484
Gm19689	0.182777663	0	0.285669781	0	0	1.146787197	0.379460454	0.075963593
Gm36107	0.803700849	0	0.285484761	0	0	1.183013636	0.421349654	0
Mrap	0.166879251	0	0.285273604	0	0	0.042219237	0	0.043347568
Padi2	0.197831272	0.010602158	0.284188977	0	0	0.023552881	0.107375922	0.072547033
F830010H11Rik	0.242082347	0	0.283769402	0	0.527605537	1.910846274	0.921399468	0.050305504
Tcaf3	0.253914025	0	0.283465255	0	0	0	0	0.226132136
Gm16230	0.14500048	3.170508445	0.283283079	0	1.264083189	0.440208801	0.668960274	0.150657871
Pigo	0.359047391	0.358770916	0.282846812	0	0.189320467	0	1.322501494	3.080721445
Defb47	0.247572144	0	0.282143316	0	0	0	0.42831564	0
Gm30397	0	0	0.281834061	0	0	0	0	0
Cideb	0.383708754	0	0.281115097	0	0.313602271	0	0.110640113	0.149504877
Gpha2	0.383708754	0	0.281115097	0	0	1.261981808	1.106401133	1.495048772
Ager	0.256646452	0	0.278556921	0	0.279673613	0	0.328899831	0.029628874
BC049715	0.273062365	0	0.278334122	0	0.090562474	0.048057595	0.191704781	0.283716265
Zscan26	0.249317812	0	0.278334122	0	0.336374905	0	0.191704781	0.209703326
Abca2	0.248093922	0.065925154	0.277689063	0	0.399898213	0	1.096891335	0.660544961
Gm38838	0.141366383	0	0.276183253	0	0	0	0	0
Gm13270	0.234240809	0	0.274577536	0	0	0.047408977	0.216134175	0.827492111
Gm51893	0.78652651	0.460655298	0.274395214	0	0.489769284	0.511676963	1.166349561	0
Cabcoco1	0.168072667	0.255207875	0.273632096	0	0	0	0.271391363	0
Hotair	0.152309236	0	0.272765143	0	0	0	0	0
Cfap52	0.278606671	0	0.272152738	0	0	0	0	0.289476888
Gm30530	0.417816199	0	0.272091649	0	0	0	0	0
Sh3yl1	0.480366899	1.658441665	0.271664791	0	2.176520646	3.095799802	1.253888223	1.838822874
Syt8	0.166332465	0.168376991	0.270798946	0	0.422931503	0.018702624	0.04263197	0
Fam214b	0.346129031	0.391028078	0.270488753	0	1.101379796	1.31702463	0.590841018	0.57541396
Abcd2	0.550882338	0	0.269060565	0	0	0	0.099277257	0
Gm34700	0.275147253	0	0.268773458	0	1.499171831	0	0	0
Defb41	0.137406058	0.187778286	0.268446085	0	0.14973458	0.069525466	0.158480844	0.071383571
Gm40485	0	0	0.267468733	0	0.29837886	0	0	0
Il20rb	0.204861454	0	0.266821109	0	0	0	0	0.023650489
Gm15266	0	0	0.266176613	0	0.296937416	0	0	0
Pomt2	0.43547722	0	0.26586836	0	0.249138573	0.033051771	1.971405656	0.769195523
Gm46404	0.100994068	0	0.263078765	0	0.036685196	0	0.310624347	0.437227036
Gm30582	0.500961971	0	0.259970997	0	0.78474551	0	0.343067262	0.048797595
1700082M22Rik	0.122664415	0.083816223	0.259616262	0	0	0	0.188637584	0.18055464
Gm31364	0.365189556	0	0.259439948	0	0	0	0.038290987	0
Cxcl15	0.079555976	0	0.25904353	0	0.346775995	0	0.061171967	0
LOC118567962	0.132406542	0	0.25867868	0	0.432859472	0.803949407	0	0
Sprr2k	0	1.608408692	0.25867868	0	2.500965841	0	0.610858091	0
Gm39783	0.263883915	0	0.257771036	0	0.071890111	0.044507141	0.177541796	0
Gm38955	0.28476405	0.159654082	0.256769983	0	0	0.088668595	0.126323081	0.159317042
4933434P08Rik	0.052518796	0	0.256510982	0	0.801233362	0	0	0
Nudt17	0.131251162	0.298945071	0.256421449	0	0.429082339	0	0.340609354	0.852325653
4921536K21Rik	0.382612835	0	0.255723408	0	0.087777287	0.998550513	1.045175794	0.439387415
Sprr2e	0.958975357	0.953112662	0.25548018	0	0.475008076	0	0.703855806	0.72464806
Dqx1	0.487091424	8.387267968	0.253764232	0	1.503918777	0.016430745	0.14981321	0.134958922
Tas1r2	0.592374788	0.438498556	0.253160428	0	0.827078388	0	0.555125058	0.365445463
Gm41758	0.257322933	0	0.251362039	0	0	0	0.356148102	0
S100a14	0.102835345	0	0.251132903	0	0	0	0	0
Gm33696	1.145929305	0	0.248751959	0	0	0	0	0
Grhl1	0.404628313	0	0.248446054	0	0	0.198886439	0.240011265	0.276273001
Gm34632	0.373940512	0.068136645	0.248389155	0	0.097798003	0.030273353	0.517552798	0.031082425
Shisa8	0.126895809	0	0.247912526	0	0	0	0.146358575	0
Gm34552	0	0.069256951	0.247522727	0	0.055225557	0.102570365	0.02922569	0
Gm16157	0.210467115	0.076699489	0.246709965	0	0.045870183	0	0.291297254	0.08747151
Dthd1	0.097082938	2.299664545	0.246568422	0	2.22166428	1.434378581	2.956090546	0.645572867
Gm29960	0.252372201	0	0.246525991	0	0	0	0.727700074	0.393328268
Dop1b	0.236934363	0.0607112	0.245911132	0	0.145233501	0.10864609	0.093938075	0.126935882
1700030C12Rik	0	0	0.244339507	0	0	0	0.09616613	0.04331553
Gm31734	0.062533467	0.199401665	0.244339507	0	0.204432522	0	0.324560687	0
Slc4a11	0.333265506	0	0.24415905	0	0.744492717	0	1.018608122	0.484775637
Csf2rb2	0.142797941	0	0.24410754	0	0	0	0.06862488	0
Ctsk	0.64137294	0	0.243644923	0	0	0	0	0.222132325
Gm33538	0.124514761	0	0.243260746	0	0	0	0.071806166	0
Pglyrp1	0.082827	0.226381752	0.242724929	0	0.270775529	0	0	0
Khnyn	0.183521025	0	0.242014168	0	0.179988419	0	0.359836855	0.419498962
Ctsf	0.109951631	0	0.241660346	0	0.479267408	0.250352666	0.126815569	0
Gm38958	0	0	0.241131549	0	0.403497014	0.749414546	0	0.128240507
